event_date,year,event_type,sub_event,actor1,actor2,admin1,admin2,location,city,latitude,longitude,fatalities,notes,source
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Horlivka raion,Molodyi Shakhtar village,Donetsk,48.102990,38.243560,1,Kurakin Ivan Volodymyrovych,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Troitske village,Donetsk,48.105200,36.943790,1,Moskalenko Serhij Mykolajovych,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Rozdolne village,Donetsk,47.904229,36.915331,2,Stas'kiv Mykola Mykolajovych;Kovalenko Oleksandr,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Velyka Novosilka town,Donetsk,47.839588,36.835952,1,Semenenko Tetjana,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Novoukrainka village,Donetsk,47.838199,37.105957,1,Chakhrajchuk Pavlo Stepanovych,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Dovhenke village,Kharkiv,49.019236,37.321527,252,Victor Shayga Russian Volunteer in Ukraine Part 1.,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Svyatohirsk village,Donetsk,49.037516,37.568266,0,"Armed Forces of Ukraine specially fired at the Svyatogorsk Monastery, said the ex-fighter of ""Aydar""",UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,5,"Five DPR servicemen killed in 24 hours, 21 injured - Basurin;DPR forces destroyed 43 Ukrainian nationalists in 24 hours - Basurin",UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Novoselivka village,Donetsk,48.271129,37.844881,1,"In Donetsk region, due to enemy shelling , seven more people were killed , six were injured - OVA",UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Vuhledar town,Donetsk,47.780310,37.250640,2,"In Donetsk region, due to enemy shelling , seven more people were killed , six were injured - OVA",UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Marinka town,Donetsk,47.941669,37.504218,5,"In Donetsk region, due to enemy shelling , seven more people were killed , six were injured - OVA;Bobers'kyj Volodymyr Semenovych",UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Rubizhne town,Luhansk,49.010000,38.371400,7,Ukrainian troops fired on residents of Rubizhne at the time of distribution of food;Russians killed 395 children in Ukraine,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,194,DPR forces killed 42 Ukrainian nationalists in a day;The overview of the current social and humanitarian situation in the territory of the Donetsk People`s Republic as a result of hostilities in the period from 02 to 08 April 2022,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Rubizhne town,Luhansk,49.010000,38.371400,20,Untitled,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,82,Ukraine's losses in the war 01.04.2022 - 30.04.2022 Battle of Mariupol,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Dovhenke village,Kharkiv,49.019236,37.321527,1,"Abdullayev Ruslan Yemilovich;Awarding the title of Hero of Ukraine (posthumously) to a soldier of the A0281 95th Airborne Assault Brigade military unit to Abdullayev Ruslan Emilovich, who died on April 17, 2022 in the settlement of Dovgenke, Izyum District, Kharkiv Region.",UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Volnovakha raion,Velyka Novosilka town,Donetsk,47.839588,36.835952,1,"In memory of Lieutenant Colonel Vyacheslav Bugaichuk (call sign ""Chemist"")A MOMENT OF SILENCE;Buhajchuk V'jacheslav Vitalijovych",UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Popasna town,Luhansk,48.633333,38.380000,1,"In memory of the scientist, poet and volunteer Yuriy Dadak (call sign ""Ruf"")",UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Beryslav raion,Novovorontsovka village,Kherson,47.295657,33.559840,2,The bodies of two men who died as a result of enemy shelling were exhumed in the Beryslav district of the Kherson region - regional prosecutor's office,UCDP GED v25.1
2022-04-01,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,"My father burned alive after tank fire"" - Mariupol resident recalls life under Russian occupation;Levchenko Oleksandr Valerijovych;Orjavs'kyj Ivan Volodymyrovych;Koval' Serhij Oleksandrovych",UCDP GED v25.1
2022-04-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Lysychansk town,Luhansk,48.904210,38.440940,2,The prosecutor's office opened cases due to the regular shelling of the cities of the Luhansk region of the Russian Federation - UCP,UCDP GED v25.1
2022-04-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut town,Donetsk,48.592436,37.999930,1,"In Donetsk region on Saturday, one person was killed , five were injured from shelling by the aggressor - Kirilenko",UCDP GED v25.1
2022-04-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Donetsk,47.920000,38.280000,6,DPR forces killed 37 Ukrainian nationalists in a day;Six DPR soldiers have died since the beginning of the day in the republic - Basurin,UCDP GED v25.1
2022-04-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,DPR controlled territory,Mariupol,47.920000,38.280000,4,The Investigative Committee opened new cases after shelling by the Armed Forces of the territories of the DPR and LPR,UCDP GED v25.1
2022-04-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,5,"In Donetsk region on Saturday, one person was killed , five were injured from shelling by the aggressor - Kirilenko;Vostrikov Serhij Olehovych;Rasputnyj Serhij Petrovych;Kravchenko Volodymyr;Ovdiyenko Artem",UCDP GED v25.1
2022-04-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,2,Pohorilyj Vladyslav Ihorovych;Dudnichenko Jurij Mykolajovych,UCDP GED v25.1
2022-04-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Donetsk raion,Donetsk town,Donetsk,48.000000,37.805278,1,Koval' Ruslan Volodymyrovych,UCDP GED v25.1
2022-04-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,4,Marchenko Mykhajlo Oleksandrovych;Lys Eduard Viktorovych;Sluka Petro Bohdanovych;Ruf Jurij,UCDP GED v25.1
2022-04-02,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Khromove village,Donetsk,48.600214,37.949744,1,Khramtsov Dmytro Romanovych;Battle of Bakhmut,UCDP GED v25.1
2022-04-03,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Kharkiv oblast,Izyum raion,Balakliya town,Kharkiv,49.463017,36.857435,1,"In Balakleya, the invaders fired on the evacuation convoy, the driver was killed;In the Kharkiv region, the Russian military shelled the temporarily captured Balakliya, there are dead",UCDP GED v25.1
2022-04-03,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,1,Denisova called the true cause of the death of the Lithuanian director Kvedaravichyus in Mariupol,UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Bakhmut raion,Bakhmut raion,Donetsk,48.268307,38.370347,1,Battle of Bakhmut;Hryshchuk Serhij Volodymyrovych,UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,,Donetsk oblast,Donetsk,48.140000,37.740000,1,Stopnik Vladyslav Vsevolodovych,UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Horlivka raion,Debaltseve town,Donetsk,48.340720,38.404900,1,Bihun Mar’jan Ivanovych,UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Kramatorsk raion,Sloviansk town,Donetsk,48.853333,37.625000,1,Stopnyk Vsevolod Jurijovych,UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Marinka town,Donetsk,47.941669,37.504218,1,Habrus' Stepan Vasyl'ovych,UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kherson oblast,Kherson raion,Oleksandrivka village,Kherson,46.614089,32.110032,1,"Dear Ukrainians! We ask everyone who cares to sign the petition on the President's website about awarding the title of Hero of Ukraine (posthumously) to a serviceman, operator of the anti-tank department of the anti-tank platoon of the mechanized battalion, soldier TERZA KAREN IHOROVYCH for exceptional bravery, heroism and self-sacrifice, shown in the defense of state sovereignty and territorial integrity of the Ukrainian state, loyalty to the military oath, who gave his young life for Ukraine.",UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Mariupol raion,Mariupol town,Mariupol,47.095833,37.549444,5,"To confer the title of ""Hero of Ukraine"" with the awarding of the ""Golden Star"" order (posthumously) to sailor Mykola Mykolayovych Kovalov, who was one of the first to take battle on February 24, 2022 in Mariupol, bravely defended the Motherland, was a true patriot of Ukraine.;Navrots'kyj Mykhajlo Volodymyrovych;Bozhko Andrij Jurijovych;Topala Stanislav Kostjantynovych;Paskalov Ivan Serhijovych",UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Izyum raion,Kamyanka village,Kharkiv,49.121944,37.292500,40,Victor Shayga Russian Volunteer in Ukraine Part 1.,UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Derhachi village,Kharkiv,50.108463,36.115225,3,"In Dergachi, Kharkiv region, shelling killed at least three people, injured seven;Three children in Kharkiv are in critical condition after evening shelling - OVA",UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv town,Kharkiv,49.980810,36.252720,7,"As a result of the shelling of the Sloboda district of Kharkov , seven people were killed - prosecutor's office;As a result of the evening shelling of Kharkov , four people were killed and 30 people were injured - police;Three children in Kharkiv are in critical condition after evening shelling - OVA",UCDP GED v25.1
2022-04-03,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Popasna town,Luhansk,48.633333,38.380000,1,"Awarding the title of Hero of Ukraine (posthumously) to Stanislav Petrovych Kuzminsky - junior sergeant, sapper of the engineering and sapper division of the engineering and sapper platoon of the mechanized battalion of military unit A0998 of the 24th separate mechanized brigade named after King Danylo of the ZSU.",UCDP GED v25.1
2022-04-04,2022,Violence against civilians,One-sided violence,Government of Russia (Soviet Union),Civilians,Kherson oblast,Kherson raion,Abrykosivka village,Kherson,46.486950,33.070051,1,Veteran of ATO abducted by Russian invaders dies from torture in Kherson region;Law enforcement officers are investigating the death in the Kherson region from torture of a veteran of the ATO,UCDP GED v25.1
2022-04-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Chuhuiv raion,Chuhuiv town,Kharkiv,49.835380,36.686500,2,"Invaders shelled Chuguev in Kharkiv region: two people died;Kharkiv region was shelled 54 times in a day, six people were killed - OVA",UCDP GED v25.1
2022-04-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,Kharkiv raion,Kharkiv town,Kharkiv,49.980810,36.252720,3,"Rescuers in Kharkiv removed an injured woman and the bodies of three dead from the rubble - State Emergency Service;Kharkiv region was shelled 54 times in a day, six people were killed - OVA",UCDP GED v25.1
2022-04-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Avdiivka town,Donetsk,48.145278,37.745000,2,"In Donetsk region , two more people were killed by shelling by the aggressor, nine were injured - OVA",UCDP GED v25.1
2022-04-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Kharkiv oblast,,Kharkiv oblast,Kharkiv,49.500000,36.500000,1,"Kharkiv region was shelled 54 times in a day, six people were killed - OVA",UCDP GED v25.1
2022-04-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Luhansk oblast,Severodonetsk raion,Novodruzhesk village,Luhansk,48.964710,38.345116,2,Two volunteers killed in Luhansk region during mortar shelling - head of UVA,UCDP GED v25.1
2022-04-04,2022,Battles,State-based armed conflict,Government of Russia (Soviet Union),Government of Ukraine,Donetsk oblast,Pokrovsk raion,Marinka town,Donetsk,47.941669,37.504218,1,Burdov Serhij Oleksijovych,UCDP GED v25.1
